month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,full_address,latitude,longitude,hospitals_within_300m,malls_within_300m,polyclinics_within_300m,busStops_within_300m,MrtStns_within_300m,hospitals_within_500m,malls_within_500m,polyclinics_within_500m,busStops_within_500m,MrtStns_within_500m,hospitals_within_1000m,malls_within_1000m,polyclinics_within_1000m,busStops_within_1000m,MrtStns_within_1000m,hospitals_within_2000m,malls_within_2000m,polyclinics_within_2000m,busStops_within_2000m,MrtStns_within_2000m,Score
2017-01,JURONG EAST,4 ROOM,112,JURONG EAST ST 13,04 TO 06,90.0,New Generation,1981,63 years 05 months,395000.0,112 JURONG EAST ST 13,1.3392815,103.7358603,,,,"28081, 28089, 28271, 28279",,,,,"28071, 28079, 28081, 28089, 28261, 28269, 28271, 28279, 28281, 28289, 28331, 28339, 28341, 28349",CHINESE GARDEN MRT STATION,,"JCube, Westgate",,"28009, 28061, 28069, 28071, 28079, 28081, 28089, 28111, 28119, 28211, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28481, 28621, 28629, 28631, 28639","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION","West Point Hospital, Jurong Community Hospital, Ng Teng Fong General Hospital","West Mall, IMM, JCube, Jem, Westgate, Taman Jurong Shopping Centre",Jurong Polyclinic,"20061, 20069, 20081, 20089, 20231, 20239, 20249, 20271, 21011, 21019, 21181, 21189, 21191, 21199, 21209, 21271, 21279, 21541, 21561, 21569, 21571, 21579, 21581, 21589, 21591, 21599, 21601, 21609, 21611, 21619, 21621, 21629, 21631, 21639, 21641, 21649, 21651, 21659, 21661, 21669, 21671, 21679, 21751, 21759, 21761, 21769, 21771, 21779, 28009, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28091, 28099, 28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28309, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28371, 28379, 28381, 28389, 28421, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28511, 28519, 28571, 28581, 28591, 28601, 28611, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 29159, 40301, 40309, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43452, 43453, 43459, 43511, 43519, 43531, 43539, 43591, 43599, 43691, 43699, 43741, 43749, 43751, 43759, 43761, 43769","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION, LAKESIDE MRT STATION",52.43219076005961
2017-01,JURONG EAST,4 ROOM,283,TOH GUAN RD,01 TO 03,90.0,Model A2,1998,80 years 10 months,398000.0,283 TOH GUAN RD,1.3391858,103.7468923,,,,"28641, 28649",,,IMM,,"28621, 28629, 28631, 28639, 28641, 28649, 28651, 28661, 28669",,"Jurong Community Hospital, Ng Teng Fong General Hospital","IMM, JCube, Jem, Westgate",,"28009, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28201, 28211, 28301, 28311, 28319, 28321, 28329, 28441, 28449, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 28681, 28689, 43211, 43219, 43361, 43369, 43371, 43379, 43381, 43389, 43501, 43509, 43511, 43519, 43591, 43599, 43691, 43699, 43741, 43749",JURONG EAST MRT STATION,"Jurong Community Hospital, Ng Teng Fong General Hospital","West Mall, IMM, JCube, Jem, Westgate",Bukit Batok Polyclinic,"20051, 20059, 20061, 20069, 20081, 20089, 20219, 20261, 20269, 20271, 28009, 28021, 28029, 28031, 28039, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28101, 28109, 28111, 28119, 28121, 28129, 28181, 28189, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28309, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 28681, 28689, 28691, 28699, 28701, 28709, 29159, 40301, 40309, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 42201, 42209, 42291, 42299, 42311, 42319, 43009, 43141, 43149, 43161, 43169, 43171, 43179, 43181, 43189, 43191, 43199, 43211, 43219, 43221, 43229, 43311, 43319, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43411, 43419, 43421, 43429, 43431, 43439, 43441, 43449, 43452, 43453, 43459, 43461, 43469, 43501, 43509, 43511, 43519, 43531, 43539, 43541, 43549, 43591, 43599, 43601, 43609, 43611, 43619, 43621, 43629, 43691, 43699, 43701, 43709, 43731, 43739, 43741, 43749, 43761, 43769, 43801, 43809","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION",50.68554396423249
2017-01,JURONG EAST,4 ROOM,310,JURONG EAST ST 32,10 TO 12,105.0,Model A,1985,67 years 01 month,420000.0,310 JURONG EAST ST 32,1.3481412,103.7337796,,,,"28111, 28119, 28121, 28129, 28471, 28481",,,,Jurong Polyclinic,"28111, 28119, 28121, 28129, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 43459",,,,Jurong Polyclinic,"28089, 28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28279, 28281, 28289, 28291, 28299, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28581, 28591, 40321, 40329, 40339, 40341, 40349, 43341, 43349, 43351, 43359, 43452, 43453, 43459, 43751, 43759, 43761, 43769",CHINESE GARDEN MRT STATION,,"West Mall, JCube, Jem, Westgate","Bukit Batok Polyclinic, Jurong Polyclinic","21239, 21591, 21599, 21601, 21609, 21611, 21621, 21629, 21631, 21639, 21641, 21649, 21651, 21659, 21661, 21669, 21671, 21679, 28009, 28061, 28069, 28071, 28079, 28081, 28089, 28091, 28099, 28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28151, 28159, 28161, 28169, 28211, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28371, 28379, 28381, 28389, 28391, 28399, 28401, 28409, 28411, 28421, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28511, 28519, 28521, 28529, 28531, 28541, 28551, 28561, 28571, 28581, 28591, 28601, 28611, 28621, 28629, 28631, 28639, 28641, 28649, 40301, 40309, 40311, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 40361, 40369, 40371, 40379, 43009, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43411, 43419, 43452, 43453, 43459, 43461, 43469, 43471, 43479, 43481, 43489, 43511, 43519, 43531, 43539, 43601, 43681, 43691, 43699, 43749, 43751, 43759, 43761, 43769, 43771, 43779, 43781, 43789","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION, LAKESIDE MRT STATION",53.30998509687035
2017-01,JURONG EAST,4 ROOM,329,JURONG EAST AVE 1,07 TO 09,104.0,Model A,1983,65 years 05 months,426000.0,329 JURONG EAST AVE 1,1.3501612,103.7299355,,,Jurong Polyclinic,"28131, 28491, 28499, 28501",,,,Jurong Polyclinic,"28121, 28129, 28131, 28139, 28141, 28149, 28471, 28491, 28499, 28501, 28509, 28581",,,,Jurong Polyclinic,"28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28291, 28299, 28341, 28349, 28351, 28359, 28361, 28369, 28371, 28379, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28511, 28519, 28521, 28561, 28571, 28581, 28591, 28601, 28611, 43452, 43453, 43459, 43751, 43761, 43769",CHINESE GARDEN MRT STATION,,Boon Lay Shopping Centre,Jurong Polyclinic,"21161, 21169, 21209, 21211, 21219, 21229, 21231, 21239, 21241, 21249, 21431, 21441, 21449, 21451, 21459, 21591, 21599, 21601, 21609, 21611, 21619, 21621, 21629, 21631, 21639, 21641, 21649, 21651, 21659, 21661, 21669, 21671, 21679, 21681, 21689, 21711, 21719, 28071, 28079, 28081, 28089, 28091, 28099, 28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28151, 28159, 28161, 28169, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28371, 28379, 28381, 28389, 28391, 28399, 28401, 28409, 28411, 28421, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28511, 28519, 28521, 28529, 28531, 28539, 28541, 28551, 28561, 28571, 28581, 28591, 28601, 28611, 28621, 28629, 28631, 28639, 40301, 40309, 40311, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 40361, 40369, 40371, 40379, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43391, 43401, 43409, 43452, 43453, 43459, 43531, 43539, 43681, 43691, 43699, 43751, 43759, 43761, 43769, 43771, 43779, 43781, 43789","CHINESE GARDEN MRT STATION, LAKESIDE MRT STATION",57.15896671634376
2017-01,JURONG EAST,4 ROOM,312,JURONG EAST ST 32,13 TO 15,104.0,Model A,1984,66 years 07 months,450000.0,312 JURONG EAST ST 32,1.3469354,103.7320407,,,,"28461, 28469, 28471, 28481, 28491",,,,Jurong Polyclinic,"28111, 28119, 28121, 28129, 28351, 28359, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499",,,,Jurong Polyclinic,"28081, 28089, 28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28271, 28279, 28281, 28289, 28291, 28299, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28371, 28379, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28519, 28571, 28581, 28591, 28601, 40321, 40329, 43452, 43453, 43459, 43761, 43769",CHINESE GARDEN MRT STATION,,"West Mall, JCube, Westgate, Taman Jurong Shopping Centre","Bukit Batok Polyclinic, Jurong Polyclinic","21199, 21201, 21209, 21211, 21219, 21229, 21231, 21239, 21271, 21279, 21451, 21459, 21581, 21589, 21591, 21599, 21601, 21609, 21611, 21619, 21621, 21629, 21631, 21639, 21641, 21649, 21651, 21659, 21661, 21669, 21671, 21679, 21681, 21711, 21719, 21751, 28009, 28061, 28069, 28071, 28079, 28081, 28089, 28091, 28099, 28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28151, 28159, 28161, 28169, 28201, 28211, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28371, 28379, 28381, 28389, 28391, 28399, 28401, 28409, 28411, 28421, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28511, 28519, 28521, 28529, 28531, 28539, 28541, 28551, 28561, 28571, 28581, 28591, 28601, 28611, 28621, 28629, 28631, 28639, 28641, 28649, 40301, 40309, 40311, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 40361, 40369, 40371, 40379, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43452, 43453, 43459, 43461, 43469, 43511, 43519, 43531, 43539, 43691, 43699, 43751, 43759, 43761, 43769, 43771, 43779, 43781, 43789","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION, LAKESIDE MRT STATION",53.173869846001
2017-01,JURONG EAST,4 ROOM,22,TEBAN GDNS RD,19 TO 21,92.0,Model A,2013,95 years 09 months,450000.0,22 TEBAN GDNS RD,1.3227731,103.7398621,,,,"20211, 20219, 20231, 20239",,,,,"20061, 20081, 20089, 20121, 20129, 20161, 20169, 20171, 20179, 20201, 20211, 20219, 20231, 20239, 20241, 20249, 29159",,,,,"20051, 20059, 20061, 20069, 20081, 20089, 20121, 20129, 20151, 20159, 20161, 20169, 20171, 20179, 20181, 20189, 20201, 20209, 20211, 20219, 20231, 20239, 20241, 20249, 20251, 20259, 20261, 20269, 20271, 28221, 28229, 28231, 28239, 28241, 28309, 29031, 29039, 29159",,"Jurong Community Hospital, Ng Teng Fong General Hospital","IMM, JCube, Jem, Westgate",,"20031, 20039, 20051, 20059, 20061, 20069, 20081, 20089, 20121, 20129, 20131, 20139, 20141, 20149, 20151, 20159, 20161, 20169, 20171, 20179, 20181, 20189, 20191, 20199, 20201, 20209, 20211, 20219, 20231, 20239, 20241, 20249, 20251, 20259, 20261, 20269, 20271, 20319, 20329, 20331, 20341, 21011, 21019, 21021, 21051, 21059, 21569, 21751, 21759, 21761, 21769, 21771, 21779, 28009, 28021, 28029, 28031, 28039, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28301, 28309, 28311, 28319, 28431, 28439, 28441, 28449, 28641, 28649, 28651, 28659, 28661, 28669, 28679, 29011, 29019, 29021, 29029, 29031, 29039, 29041, 29049, 29121, 29129, 29159",JURONG EAST MRT STATION,46.151515151515156
2017-01,JURONG EAST,4 ROOM,265,TOH GUAN RD,04 TO 06,101.0,Model A,1998,80 years 09 months,470000.0,265 TOH GUAN RD,1.3406555,103.744575,,,,"28621, 28629, 28631, 28639, 28641, 28649",,,,,"28311, 28319, 28321, 28329, 28621, 28629, 28631, 28639, 28641, 28649, 43699",,"Jurong Community Hospital, Ng Teng Fong General Hospital","IMM, JCube, Jem, Westgate",,"28009, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28211, 28289, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28431, 28439, 28441, 28449, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 43331, 43339, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43511, 43519, 43591, 43599, 43691, 43699",JURONG EAST MRT STATION,"Jurong Community Hospital, Ng Teng Fong General Hospital","West Mall, IMM, JCube, Jem, Westgate","Bukit Batok Polyclinic, Jurong Polyclinic","20059, 20061, 20069, 20081, 20089, 20271, 28009, 28029, 28031, 28039, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28101, 28109, 28111, 28119, 28121, 28129, 28181, 28189, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28309, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 28681, 28689, 28691, 28699, 28701, 28709, 29159, 40301, 40309, 40311, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 40361, 40369, 40371, 40379, 42311, 42319, 43009, 43141, 43149, 43161, 43169, 43171, 43179, 43181, 43189, 43191, 43199, 43211, 43219, 43311, 43319, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43411, 43419, 43421, 43429, 43431, 43439, 43452, 43453, 43459, 43461, 43469, 43471, 43479, 43501, 43509, 43511, 43519, 43531, 43539, 43541, 43549, 43591, 43599, 43601, 43609, 43611, 43619, 43621, 43629, 43691, 43699, 43701, 43709, 43731, 43739, 43741, 43749, 43751, 43759, 43761, 43769, 43801, 43809","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION",50.01887729756582
2017-01,JURONG EAST,4 ROOM,22,TEBAN GDNS RD,25 TO 27,92.0,Model A,2013,95 years 08 months,475000.0,22 TEBAN GDNS RD,1.3227731,103.7398621,,,,"20211, 20219, 20231, 20239",,,,,"20061, 20081, 20089, 20121, 20129, 20161, 20169, 20171, 20179, 20201, 20211, 20219, 20231, 20239, 20241, 20249, 29159",,,,,"20051, 20059, 20061, 20069, 20081, 20089, 20121, 20129, 20151, 20159, 20161, 20169, 20171, 20179, 20181, 20189, 20201, 20209, 20211, 20219, 20231, 20239, 20241, 20249, 20251, 20259, 20261, 20269, 20271, 28221, 28229, 28231, 28239, 28241, 28309, 29031, 29039, 29159",,"Jurong Community Hospital, Ng Teng Fong General Hospital","IMM, JCube, Jem, Westgate",,"20031, 20039, 20051, 20059, 20061, 20069, 20081, 20089, 20121, 20129, 20131, 20139, 20141, 20149, 20151, 20159, 20161, 20169, 20171, 20179, 20181, 20189, 20191, 20199, 20201, 20209, 20211, 20219, 20231, 20239, 20241, 20249, 20251, 20259, 20261, 20269, 20271, 20319, 20329, 20331, 20341, 21011, 21019, 21021, 21051, 21059, 21569, 21751, 21759, 21761, 21769, 21771, 21779, 28009, 28021, 28029, 28031, 28039, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28301, 28309, 28311, 28319, 28431, 28439, 28441, 28449, 28641, 28649, 28651, 28659, 28661, 28669, 28679, 29011, 29019, 29021, 29029, 29031, 29039, 29041, 29049, 29121, 29129, 29159",JURONG EAST MRT STATION,46.151515151515156
2017-01,JURONG EAST,4 ROOM,272,TOH GUAN RD,04 TO 06,100.0,Model A,1999,81 years 03 months,490000.0,272 TOH GUAN RD,1.3421145,103.7455353,,,,"28621, 28629, 28631, 28639",,,,,"28621, 28629, 28631, 28639, 28641, 28649, 43511, 43519, 43691, 43699",,"Jurong Community Hospital, Ng Teng Fong General Hospital","IMM, Westgate",,"28061, 28069, 28071, 28079, 28311, 28319, 28321, 28329, 28331, 28339, 28449, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 43219, 43321, 43329, 43331, 43339, 43341, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43501, 43509, 43511, 43519, 43591, 43599, 43691, 43699, 43741, 43749",BUKIT BATOK MRT STATION,"Jurong Community Hospital, Ng Teng Fong General Hospital","West Mall, IMM, JCube, Jem, Westgate","Bukit Batok Polyclinic, Jurong Polyclinic","20081, 20089, 20271, 28009, 28029, 28031, 28039, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28101, 28109, 28111, 28119, 28121, 28129, 28181, 28189, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28309, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 28681, 28689, 28691, 28699, 28701, 28709, 40301, 40309, 40311, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 40361, 40369, 40371, 40379, 42311, 42319, 43009, 43141, 43149, 43161, 43169, 43171, 43179, 43181, 43189, 43191, 43199, 43211, 43219, 43221, 43229, 43311, 43319, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43411, 43419, 43421, 43429, 43431, 43439, 43441, 43449, 43452, 43453, 43459, 43461, 43469, 43471, 43479, 43481, 43489, 43501, 43509, 43511, 43519, 43531, 43539, 43541, 43549, 43561, 43569, 43591, 43599, 43601, 43609, 43611, 43619, 43621, 43629, 43691, 43699, 43701, 43709, 43731, 43739, 43741, 43749, 43751, 43759, 43761, 43769, 43801, 43809","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION, BUKIT GOMBAK MRT STATION",49.912568306010925
2017-01,JURONG EAST,4 ROOM,268,TOH GUAN RD,13 TO 15,102.0,Model A,1999,81 years 01 month,507000.0,268 TOH GUAN RD,1.3419433,103.7450318,,,,"28621, 28629, 28631, 28639",,,,,"28321, 28621, 28629, 28631, 28639, 28641, 28649, 43691, 43699",,"Jurong Community Hospital, Ng Teng Fong General Hospital","IMM, Westgate",,"28061, 28069, 28071, 28079, 28081, 28089, 28211, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28441, 28449, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 43321, 43329, 43331, 43339, 43341, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43453, 43511, 43519, 43591, 43599, 43691, 43699, 43741, 43749",BUKIT BATOK MRT STATION,"Jurong Community Hospital, Ng Teng Fong General Hospital","West Mall, IMM, JCube, Jem, Westgate","Bukit Batok Polyclinic, Jurong Polyclinic","20069, 20081, 20089, 20271, 28009, 28029, 28031, 28039, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28101, 28109, 28111, 28119, 28121, 28129, 28181, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28309, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 28681, 28689, 28691, 28699, 28701, 28709, 40301, 40309, 40311, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 40361, 40369, 40371, 40379, 42311, 42319, 43009, 43141, 43149, 43161, 43169, 43171, 43179, 43181, 43189, 43191, 43199, 43211, 43219, 43221, 43229, 43311, 43319, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43411, 43419, 43421, 43429, 43431, 43439, 43441, 43449, 43452, 43453, 43459, 43461, 43469, 43471, 43479, 43489, 43501, 43509, 43511, 43519, 43531, 43539, 43541, 43549, 43561, 43569, 43591, 43599, 43601, 43609, 43611, 43619, 43621, 43629, 43691, 43699, 43701, 43709, 43731, 43739, 43741, 43749, 43751, 43759, 43761, 43769, 43801, 43809","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION",50.154992548435175
2017-01,JURONG EAST,4 ROOM,288E,JURONG EAST ST 21,10 TO 12,100.0,Model A,2000,82 years 02 months,520000.0,288E JURONG EAST ST 21,1.340309,103.7435967,,,,"28319, 28621, 28629, 28631, 28639",,,,,"28061, 28069, 28311, 28319, 28321, 28329, 28621, 28629, 28631, 28639, 28641, 28649",,"Jurong Community Hospital, Ng Teng Fong General Hospital","IMM, JCube, Jem, Westgate",,"28009, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28201, 28211, 28281, 28289, 28291, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28431, 28439, 28441, 28449, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28679, 43331, 43339, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43511, 43519, 43691, 43699",JURONG EAST MRT STATION,"Jurong Community Hospital, Ng Teng Fong General Hospital","West Mall, IMM, JCube, Jem, Westgate","Bukit Batok Polyclinic, Jurong Polyclinic","20059, 20061, 20069, 20081, 20089, 20271, 28009, 28029, 28031, 28039, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28101, 28109, 28111, 28119, 28121, 28129, 28181, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28309, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 28681, 28689, 28691, 28699, 28701, 28709, 29159, 40301, 40309, 40311, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 40361, 40369, 40371, 40379, 42311, 42319, 43009, 43141, 43149, 43161, 43169, 43171, 43179, 43181, 43189, 43191, 43199, 43211, 43219, 43311, 43319, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43411, 43419, 43421, 43429, 43431, 43439, 43452, 43453, 43459, 43461, 43469, 43479, 43501, 43509, 43511, 43519, 43531, 43539, 43541, 43549, 43591, 43599, 43601, 43609, 43611, 43619, 43621, 43629, 43691, 43699, 43701, 43709, 43731, 43739, 43741, 43749, 43751, 43759, 43761, 43769, 43801, 43809","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION",49.92747143566815
