month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,full_address,latitude,longitude,hospitals_within_300m,malls_within_300m,polyclinics_within_300m,busStops_within_300m,MrtStns_within_300m,hospitals_within_500m,malls_within_500m,polyclinics_within_500m,busStops_within_500m,MrtStns_within_500m,hospitals_within_1000m,malls_within_1000m,polyclinics_within_1000m,busStops_within_1000m,MrtStns_within_1000m,hospitals_within_2000m,malls_within_2000m,polyclinics_within_2000m,busStops_within_2000m,MrtStns_within_2000m,Score
2017-01,JURONG EAST,4 ROOM,265,TOH GUAN RD,04 TO 06,101.0,Model A,1998,80 years 09 months,470000.0,265 TOH GUAN RD,1.3406555,103.744575,,,,"28621, 28629, 28631, 28639, 28641, 28649",,,,,"28311, 28319, 28321, 28329, 28621, 28629, 28631, 28639, 28641, 28649, 43699",,"Jurong Community Hospital, Ng Teng Fong General Hospital","IMM, JCube, Jem, Westgate",,"28009, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28211, 28289, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28431, 28439, 28441, 28449, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 43331, 43339, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43511, 43519, 43591, 43599, 43691, 43699",JURONG EAST MRT STATION,"Jurong Community Hospital, Ng Teng Fong General Hospital","West Mall, IMM, JCube, Jem, Westgate","Bukit Batok Polyclinic, Jurong Polyclinic","20059, 20061, 20069, 20081, 20089, 20271, 28009, 28029, 28031, 28039, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28101, 28109, 28111, 28119, 28121, 28129, 28181, 28189, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28309, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 28681, 28689, 28691, 28699, 28701, 28709, 29159, 40301, 40309, 40311, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 40361, 40369, 40371, 40379, 42311, 42319, 43009, 43141, 43149, 43161, 43169, 43171, 43179, 43181, 43189, 43191, 43199, 43211, 43219, 43311, 43319, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43411, 43419, 43421, 43429, 43431, 43439, 43452, 43453, 43459, 43461, 43469, 43471, 43479, 43501, 43509, 43511, 43519, 43531, 43539, 43541, 43549, 43591, 43599, 43601, 43609, 43611, 43619, 43621, 43629, 43691, 43699, 43701, 43709, 43731, 43739, 43741, 43749, 43751, 43759, 43761, 43769, 43801, 43809","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION",50.01887729756582
2017-01,JURONG EAST,5 ROOM,307,JURONG EAST ST 32,10 TO 12,131.0,Model A,1984,66 years 10 months,450000.0,307 JURONG EAST ST 32,1.346539,103.7349724,,,,"28111, 28119, 28291, 28451, 28459, 28481",,,,,"28111, 28119, 28121, 28129, 28289, 28291, 28299, 28349, 28451, 28459, 28461, 28469, 28471, 28481, 43452, 43453, 43459",,,,Jurong Polyclinic,"28079, 28081, 28089, 28111, 28119, 28121, 28129, 28131, 28139, 28271, 28279, 28281, 28289, 28291, 28299, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 40321, 40329, 40341, 43331, 43341, 43349, 43351, 43359, 43361, 43369, 43452, 43453, 43459, 43761, 43769",CHINESE GARDEN MRT STATION,"Jurong Community Hospital, Ng Teng Fong General Hospital","West Mall, IMM, JCube, Jem, Westgate","Bukit Batok Polyclinic, Jurong Polyclinic","21591, 21599, 21601, 21609, 21611, 21621, 21629, 21631, 21639, 21641, 21649, 21651, 21659, 21661, 21669, 21671, 21679, 28009, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28091, 28099, 28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28151, 28159, 28201, 28211, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28371, 28379, 28381, 28389, 28391, 28399, 28401, 28409, 28411, 28421, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28511, 28519, 28521, 28529, 28551, 28561, 28571, 28581, 28591, 28601, 28611, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 40301, 40309, 40311, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 40361, 40369, 40371, 40379, 43009, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43411, 43419, 43452, 43453, 43459, 43461, 43469, 43471, 43479, 43481, 43489, 43511, 43519, 43531, 43539, 43591, 43599, 43601, 43609, 43681, 43691, 43699, 43701, 43709, 43741, 43749, 43751, 43759, 43761, 43769, 43771, 43779, 43781, 43789","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION, LAKESIDE MRT STATION",53.44659711872826
2017-01,JURONG EAST,5 ROOM,405,PANDAN GDNS,16 TO 18,117.0,Standard,1979,61 years 09 months,518888.0,405 PANDAN GDNS,1.3192782,103.7496638,,,,"20141, 20149, 20181, 20189, 20191, 20199",,,,,"20051, 20131, 20139, 20141, 20149, 20151, 20159, 20181, 20189, 20191, 20199, 20269, 20329",,,,,"20021, 20029, 20031, 20039, 20051, 20059, 20061, 20069, 20131, 20139, 20141, 20149, 20151, 20159, 20161, 20169, 20181, 20189, 20191, 20199, 20201, 20209, 20211, 20219, 20251, 20259, 20261, 20269, 20271, 20281, 20289, 20319, 20329, 20331, 20341, 28021, 28029, 28031, 28039, 28229, 28309",,"Jurong Community Hospital, Ng Teng Fong General Hospital","321 Clementi, The Clementi Mall, IMM, JCube, Jem, Westgate, Grantral Mall",Clementi Polyclinic,"12201, 12209, 17009, 17051, 17059, 17061, 17069, 17071, 17079, 17141, 17149, 17171, 17179, 17181, 17189, 17201, 17211, 17219, 17239, 17321, 17329, 17331, 17339, 17371, 17379, 17409, 17419, 20011, 20019, 20021, 20029, 20031, 20039, 20051, 20059, 20061, 20069, 20081, 20089, 20101, 20109, 20121, 20129, 20131, 20139, 20141, 20149, 20151, 20159, 20161, 20169, 20171, 20179, 20181, 20189, 20191, 20199, 20201, 20209, 20211, 20219, 20231, 20239, 20241, 20249, 20251, 20259, 20261, 20269, 20271, 20281, 20289, 20291, 20299, 20309, 20319, 20329, 20331, 20341, 28009, 28011, 28019, 28021, 28029, 28031, 28039, 28041, 28049, 28051, 28059, 28101, 28109, 28181, 28189, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28309, 28651, 28659, 28661, 28669, 28679, 28701, 28709, 29021, 29029, 29031, 29039, 29051, 29059, 29069, 29071, 29081, 29121, 29129, 29139, 29149, 29159","CLEMENTI MRT STATION, JURONG EAST MRT STATION",48.67511177347242
2017-01,JURONG EAST,5 ROOM,111,JURONG EAST ST 13,04 TO 06,120.0,Improved,1981,63 years 08 months,525000.0,111 JURONG EAST ST 13,1.3387995,103.7355715,,,,"28081, 28089, 28269, 28271, 28279",,,,,"28071, 28079, 28081, 28089, 28261, 28269, 28271, 28279, 28281, 28289, 28331, 28339, 28349, 28441",,,"JCube, Westgate",,"28009, 28061, 28069, 28071, 28079, 28081, 28089, 28211, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28481, 28621, 28631, 28639","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION","West Point Hospital, Jurong Community Hospital, Ng Teng Fong General Hospital","West Mall, IMM, JCube, Jem, Westgate, Taman Jurong Shopping Centre",Jurong Polyclinic,"20061, 20069, 20081, 20089, 20219, 20231, 20239, 20241, 20249, 20271, 21011, 21019, 21181, 21189, 21191, 21199, 21201, 21209, 21271, 21279, 21541, 21561, 21569, 21571, 21579, 21581, 21589, 21591, 21599, 21601, 21609, 21611, 21619, 21621, 21629, 21631, 21639, 21641, 21649, 21651, 21659, 21661, 21669, 21671, 21679, 21751, 21759, 21761, 21769, 21771, 21779, 28009, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28091, 28099, 28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28309, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28371, 28379, 28381, 28389, 28421, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28511, 28519, 28571, 28581, 28591, 28601, 28611, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 29159, 40301, 40309, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43452, 43453, 43459, 43511, 43519, 43531, 43539, 43591, 43599, 43691, 43699, 43749, 43751, 43759, 43761, 43769","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION, LAKESIDE MRT STATION",52.06855439642325
2017-01,JURONG EAST,5 ROOM,314,JURONG EAST ST 32,10 TO 12,134.0,Model A,1984,66 years 06 months,538000.0,314 JURONG EAST ST 32,1.3466967,103.733309,,,,"28459, 28461, 28469, 28471, 28481",,,,,"28111, 28119, 28121, 28129, 28291, 28299, 28341, 28349, 28351, 28359, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499",CHINESE GARDEN MRT STATION,,,Jurong Polyclinic,"28081, 28089, 28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28271, 28279, 28281, 28289, 28291, 28299, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28581, 28591, 40321, 40329, 43341, 43349, 43351, 43359, 43452, 43453, 43459, 43761, 43769",CHINESE GARDEN MRT STATION,"Jurong Community Hospital, Ng Teng Fong General Hospital","West Mall, JCube, Jem, Westgate, Taman Jurong Shopping Centre","Bukit Batok Polyclinic, Jurong Polyclinic","21229, 21231, 21239, 21581, 21589, 21591, 21599, 21601, 21609, 21611, 21619, 21621, 21629, 21631, 21639, 21641, 21649, 21651, 21659, 21661, 21669, 21671, 21679, 21711, 21751, 28009, 28061, 28069, 28071, 28079, 28081, 28089, 28091, 28099, 28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28151, 28159, 28161, 28169, 28201, 28211, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28371, 28379, 28381, 28389, 28391, 28399, 28401, 28409, 28411, 28421, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28511, 28519, 28521, 28529, 28531, 28541, 28551, 28561, 28571, 28581, 28591, 28601, 28611, 28621, 28629, 28631, 28639, 28641, 28649, 40301, 40309, 40311, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 40361, 40369, 40371, 40379, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43411, 43419, 43452, 43453, 43459, 43461, 43469, 43471, 43479, 43511, 43519, 43531, 43539, 43691, 43699, 43751, 43759, 43761, 43769, 43771, 43779, 43781, 43789","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION, LAKESIDE MRT STATION",57.81023348236463
2017-01,JURONG EAST,5 ROOM,227,JURONG EAST ST 21,16 TO 18,120.0,Improved,1984,66 years 05 months,625000.0,227 JURONG EAST ST 21,1.3418633,103.7360575,,,,"28081, 28089, 28281, 28289, 28291, 28299, 28331, 28339, 28451",,,,,"28079, 28081, 28089, 28271, 28279, 28281, 28289, 28291, 28299, 28329, 28331, 28339, 28341, 28349, 28451, 28459",CHINESE GARDEN MRT STATION,,,,"28061, 28069, 28071, 28079, 28081, 28089, 28111, 28119, 28121, 28129, 28211, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28621, 28629, 28631, 28639, 43351, 43359, 43361, 43452, 43453, 43459",CHINESE GARDEN MRT STATION,"West Point Hospital, Jurong Community Hospital, Ng Teng Fong General Hospital","West Mall, IMM, JCube, Jem, Westgate, Taman Jurong Shopping Centre","Bukit Batok Polyclinic, Jurong Polyclinic","20081, 20089, 21199, 21279, 21571, 21579, 21581, 21589, 21591, 21599, 21601, 21609, 21611, 21621, 21629, 21631, 21639, 21641, 21649, 21651, 21659, 21661, 21669, 21671, 21679, 21751, 21759, 21761, 21769, 28009, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28079, 28081, 28089, 28091, 28099, 28111, 28119, 28121, 28129, 28131, 28139, 28141, 28149, 28201, 28211, 28221, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28371, 28379, 28381, 28389, 28421, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28511, 28519, 28521, 28561, 28571, 28581, 28591, 28601, 28611, 28621, 28629, 28631, 28639, 28641, 28649, 28651, 28659, 28661, 28669, 28671, 28679, 29159, 40301, 40309, 40311, 40321, 40329, 40339, 40341, 40349, 40351, 40359, 40361, 40369, 40371, 40379, 43009, 43321, 43329, 43331, 43339, 43341, 43349, 43351, 43359, 43361, 43369, 43371, 43379, 43381, 43389, 43391, 43399, 43401, 43409, 43411, 43419, 43452, 43453, 43459, 43461, 43469, 43511, 43519, 43531, 43539, 43591, 43599, 43691, 43699, 43701, 43709, 43741, 43749, 43751, 43759, 43761, 43769, 43781, 43789","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, BUKIT BATOK MRT STATION, LAKESIDE MRT STATION",56.113263785394935
2017-01,JURONG EAST,EXECUTIVE,45,TEBAN GDNS RD,01 TO 03,144.0,Apartment,1986,68 years 06 months,500000.0,45 TEBAN GDNS RD,1.3201964,103.7411987,,,,"20161, 20169, 20171, 20179, 20201, 20211, 20219",,,,,"20061, 20121, 20129, 20161, 20169, 20171, 20179, 20201, 20209, 20211, 20219, 20231, 20239, 20251, 20259, 20261",,,,,"20051, 20059, 20061, 20069, 20081, 20089, 20121, 20129, 20141, 20149, 20151, 20159, 20161, 20169, 20171, 20179, 20181, 20189, 20191, 20199, 20201, 20209, 20211, 20219, 20231, 20239, 20241, 20249, 20251, 20259, 20261, 20269, 20271, 28221, 28229, 28309, 29031, 29039, 29159",,"Jurong Community Hospital, Ng Teng Fong General Hospital","IMM, JCube, Jem, Westgate",,"20021, 20029, 20031, 20039, 20051, 20059, 20061, 20069, 20081, 20089, 20121, 20129, 20131, 20139, 20141, 20149, 20151, 20159, 20161, 20169, 20171, 20179, 20181, 20189, 20191, 20199, 20201, 20209, 20211, 20219, 20231, 20239, 20241, 20249, 20251, 20259, 20261, 20269, 20271, 20281, 20289, 20309, 20319, 20329, 20331, 20341, 21011, 21019, 21021, 21051, 21059, 28009, 28021, 28029, 28031, 28039, 28041, 28049, 28051, 28059, 28061, 28069, 28071, 28201, 28211, 28221, 28229, 28231, 28239, 28241, 28249, 28251, 28259, 28261, 28269, 28301, 28309, 28431, 28439, 28441, 28449, 28651, 28659, 29011, 29019, 29021, 29029, 29031, 29039, 29041, 29049, 29051, 29059, 29069, 29121, 29129, 29159",JURONG EAST MRT STATION,52.052160953800296
2017-01,JURONG WEST,2 ROOM,990A,JURONG WEST ST 93,01 TO 03,56.0,Premium Apartment,2008,90 years 07 months,240000.0,990A JURONG WEST ST 93,1.335261,103.6951168,,,,"22181, 22189, 22461, 22469, 22471, 22479, 22541, 27521, 27529",,,,,"22181, 22189, 22451, 22459, 22461, 22469, 22471, 22479, 22521, 22529, 22541, 22549, 27511, 27521, 27529",PIONEER MRT STATION,,Pioneer Mall,Pioneer Polyclinic,"22171, 22179, 22181, 22189, 22191, 22199, 22221, 22229, 22231, 22239, 22241, 22249, 22271, 22299, 22309, 22351, 22359, 22361, 22369, 22451, 22459, 22461, 22469, 22471, 22479, 22501, 22509, 22511, 22519, 22521, 22529, 22531, 22539, 22541, 22549, 22551, 22559, 22609, 23041, 23049, 23051, 23059, 23171, 23179, 23181, 23189, 27141, 27149, 27159, 27271, 27279, 27301, 27309, 27361, 27369, 27421, 27429, 27501, 27509, 27511, 27519, 27521, 27529",PIONEER MRT STATION,,"Jurong Point, Pioneer Mall, Gek Poh Shopping Centre",Pioneer Polyclinic,"21251, 21259, 21261, 21269, 21321, 21329, 21331, 21339, 21341, 21349, 21351, 21359, 21361, 21369, 21371, 21379, 21391, 21399, 21411, 21419, 21491, 21501, 21509, 21511, 21519, 21691, 22009, 22019, 22021, 22029, 22031, 22039, 22141, 22149, 22151, 22159, 22161, 22169, 22171, 22179, 22181, 22189, 22191, 22199, 22219, 22221, 22229, 22231, 22239, 22241, 22249, 22251, 22259, 22271, 22281, 22289, 22299, 22309, 22319, 22329, 22341, 22349, 22351, 22359, 22361, 22369, 22411, 22419, 22431, 22439, 22441, 22449, 22451, 22459, 22461, 22469, 22471, 22479, 22481, 22489, 22491, 22499, 22501, 22509, 22511, 22519, 22521, 22529, 22531, 22539, 22541, 22549, 22551, 22559, 22561, 22569, 22571, 22591, 22599, 22609, 23011, 23019, 23021, 23029, 23041, 23049, 23051, 23059, 23061, 23069, 23071, 23079, 23081, 23089, 23091, 23099, 23101, 23109, 23111, 23119, 23121, 23129, 23131, 23139, 23141, 23149, 23151, 23159, 23161, 23169, 23171, 23179, 23181, 23189, 23201, 23379, 23481, 23489, 23501, 23509, 27091, 27099, 27131, 27139, 27141, 27149, 27159, 27231, 27241, 27251, 27261, 27271, 27279, 27281, 27291, 27301, 27309, 27311, 27321, 27329, 27331, 27341, 27349, 27351, 27359, 27361, 27369, 27371, 27379, 27381, 27389, 27391, 27399, 27401, 27409, 27411, 27419, 27421, 27429, 27431, 27439, 27441, 27449, 27501, 27509, 27511, 27519, 27521, 27529, 27531, 27539","PIONEER MRT STATION, BOON LAY MRT STATION",48.71336313959265
2017-01,JURONG WEST,2 ROOM,990B,JURONG WEST ST 93,07 TO 09,52.0,Premium Apartment,2008,90 years 07 months,258000.0,990B JURONG WEST ST 93,1.3356243,103.6945314,,,,"22461, 22469, 22471, 22479, 27521, 27529",,,,,"22181, 22189, 22451, 22459, 22461, 22469, 22471, 22479, 22521, 22529, 22541, 22549, 23049, 27511, 27521, 27529",PIONEER MRT STATION,,Pioneer Mall,Pioneer Polyclinic,"22171, 22179, 22181, 22189, 22191, 22199, 22221, 22231, 22239, 22241, 22249, 22271, 22299, 22351, 22359, 22361, 22369, 22451, 22459, 22461, 22469, 22471, 22479, 22501, 22511, 22519, 22521, 22529, 22531, 22539, 22541, 22549, 22551, 22559, 22609, 23041, 23049, 23051, 23059, 23171, 23179, 23181, 23189, 27131, 27139, 27141, 27149, 27159, 27271, 27279, 27301, 27309, 27321, 27329, 27351, 27359, 27361, 27369, 27421, 27429, 27501, 27509, 27511, 27519, 27521, 27529",PIONEER MRT STATION,,"Jurong Point, Pioneer Mall, Gek Poh Shopping Centre",Pioneer Polyclinic,"21251, 21259, 21261, 21269, 21321, 21329, 21331, 21339, 21341, 21349, 21351, 21359, 21361, 21369, 21371, 21379, 21391, 21399, 21411, 21501, 21509, 21511, 21519, 21691, 22009, 22021, 22029, 22031, 22039, 22151, 22159, 22161, 22169, 22171, 22179, 22181, 22189, 22191, 22199, 22219, 22221, 22229, 22231, 22239, 22241, 22249, 22251, 22259, 22271, 22281, 22289, 22299, 22309, 22319, 22329, 22341, 22349, 22351, 22359, 22361, 22369, 22411, 22419, 22431, 22439, 22441, 22449, 22451, 22459, 22461, 22469, 22471, 22479, 22481, 22489, 22491, 22499, 22501, 22509, 22511, 22519, 22521, 22529, 22531, 22539, 22541, 22549, 22551, 22559, 22561, 22569, 22571, 22591, 22599, 22609, 23011, 23019, 23021, 23029, 23041, 23049, 23051, 23059, 23061, 23069, 23071, 23079, 23081, 23089, 23091, 23099, 23101, 23109, 23111, 23119, 23121, 23129, 23131, 23139, 23141, 23149, 23151, 23159, 23161, 23169, 23171, 23179, 23181, 23189, 23201, 23379, 23481, 23489, 23501, 23509, 27061, 27069, 27091, 27099, 27131, 27139, 27141, 27149, 27159, 27231, 27241, 27251, 27261, 27271, 27279, 27281, 27291, 27301, 27309, 27311, 27321, 27329, 27331, 27341, 27349, 27351, 27359, 27361, 27369, 27371, 27379, 27381, 27389, 27391, 27399, 27401, 27409, 27411, 27419, 27421, 27429, 27431, 27439, 27441, 27449, 27501, 27509, 27511, 27519, 27521, 27529, 27531, 27539","PIONEER MRT STATION, BOON LAY MRT STATION, JOO KOON MRT STATION",48.22851465474417
2017-01,JURONG WEST,3 ROOM,185,BOON LAY AVE,19 TO 21,59.0,Improved,1975,57 years 09 months,240000.0,185 BOON LAY AVE,1.3465136,103.7109779,,Boon Lay Shopping Centre,,"21411, 21419, 21421, 21429, 21431, 21439, 21441, 21449",,,Boon Lay Shopping Centre,,"21161, 21241, 21249, 21381, 21389, 21391, 21399, 21409, 21411, 21419, 21421, 21429, 21431, 21439, 21441, 21449, 21451, 21459, 21719",,,"Jurong Point, Boon Lay Shopping Centre",,"21161, 21169, 21211, 21219, 21229, 21231, 21239, 21241, 21249, 21351, 21359, 21361, 21369, 21371, 21379, 21381, 21389, 21391, 21399, 21409, 21411, 21419, 21421, 21429, 21431, 21439, 21441, 21449, 21451, 21459, 21681, 21689, 21691, 21699, 21711, 21719, 22411, 22419, 22441, 22449, 22481, 22489, 22591, 22599, 27091, 27099, 27451, 27459, 27461, 27469, 27471, 27479, 28099, 28401, 28409, 28411, 28421, 28531, 28539, 28541",,,"Jurong Point, Pioneer Mall, Boon Lay Shopping Centre, Gek Poh Shopping Centre, Taman Jurong Shopping Centre",Pioneer Polyclinic,"21161, 21169, 21191, 21199, 21201, 21209, 21211, 21219, 21229, 21231, 21239, 21241, 21249, 21251, 21259, 21261, 21269, 21271, 21279, 21331, 21339, 21341, 21349, 21351, 21359, 21361, 21369, 21371, 21379, 21381, 21389, 21391, 21399, 21409, 21411, 21419, 21421, 21429, 21431, 21439, 21441, 21449, 21451, 21459, 21501, 21509, 21511, 21519, 21521, 21529, 21531, 21539, 21541, 21549, 21591, 21599, 21601, 21609, 21611, 21619, 21621, 21629, 21641, 21649, 21651, 21659, 21661, 21669, 21671, 21679, 21681, 21689, 21691, 21699, 21711, 21719, 22009, 22231, 22239, 22241, 22249, 22251, 22259, 22309, 22319, 22329, 22341, 22349, 22351, 22359, 22361, 22369, 22411, 22419, 22431, 22439, 22441, 22449, 22451, 22459, 22469, 22481, 22489, 22491, 22499, 22501, 22509, 22511, 22519, 22521, 22529, 22531, 22539, 22541, 22549, 22551, 22559, 22561, 22569, 22571, 22591, 22599, 27091, 27099, 27101, 27109, 27301, 27309, 27331, 27341, 27349, 27351, 27359, 27361, 27369, 27371, 27379, 27381, 27389, 27391, 27399, 27401, 27409, 27421, 27429, 27431, 27439, 27441, 27449, 27451, 27459, 27461, 27469, 27471, 27479, 28091, 28099, 28151, 28159, 28161, 28169, 28361, 28369, 28371, 28379, 28381, 28389, 28391, 28399, 28401, 28409, 28411, 28421, 28501, 28509, 28511, 28519, 28521, 28529, 28531, 28539, 28541, 28551, 28561, 28571, 28581, 28591, 28601, 28611","PIONEER MRT STATION, BOON LAY MRT STATION, LAKESIDE MRT STATION",46.58519622454048
2017-01,JURONG WEST,3 ROOM,119,HO CHING RD,01 TO 03,67.0,Improved,1972,54 years,240000.0,119 HO CHING RD,1.3350991,103.7244363,,,,"21591, 21599, 21631, 21639, 21641, 21649",,West Point Hospital,Taman Jurong Shopping Centre,,"21199, 21581, 21589, 21591, 21599, 21601, 21609, 21631, 21639, 21641, 21649, 21651, 21659, 21671, 21679, 21751",,West Point Hospital,Taman Jurong Shopping Centre,,"21181, 21189, 21191, 21199, 21201, 21209, 21271, 21279, 21531, 21539, 21541, 21549, 21561, 21569, 21571, 21579, 21581, 21589, 21591, 21599, 21601, 21609, 21611, 21619, 21621, 21629, 21631, 21639, 21641, 21649, 21651, 21659, 21661, 21669, 21671, 21679, 21751, 21759, 21761, 21769, 21771, 21779",,West Point Hospital,"JCube, Boon Lay Shopping Centre, Taman Jurong Shopping Centre",Jurong Polyclinic,"20081, 20089, 21011, 21019, 21021, 21029, 21041, 21049, 21159, 21171, 21179, 21181, 21189, 21191, 21199, 21201, 21209, 21211, 21219, 21229, 21231, 21239, 21251, 21259, 21261, 21269, 21271, 21279, 21321, 21329, 21331, 21339, 21341, 21349, 21351, 21359, 21409, 21411, 21419, 21431, 21441, 21449, 21451, 21459, 21461, 21469, 21471, 21479, 21481, 21489, 21491, 21499, 21501, 21509, 21511, 21519, 21521, 21529, 21531, 21539, 21541, 21549, 21551, 21559, 21561, 21569, 21571, 21579, 21581, 21589, 21591, 21599, 21601, 21609, 21611, 21619, 21621, 21629, 21631, 21639, 21641, 21649, 21651, 21659, 21661, 21669, 21671, 21679, 21681, 21689, 21691, 21699, 21711, 21719, 21751, 21759, 21761, 21769, 21771, 21779, 22431, 22439, 22571, 28009, 28071, 28079, 28081, 28089, 28091, 28099, 28111, 28119, 28121, 28129, 28201, 28211, 28241, 28249, 28251, 28259, 28261, 28269, 28271, 28279, 28281, 28289, 28291, 28299, 28301, 28311, 28319, 28321, 28329, 28331, 28339, 28341, 28349, 28351, 28359, 28361, 28369, 28371, 28379, 28381, 28389, 28391, 28399, 28401, 28409, 28411, 28421, 28431, 28439, 28441, 28449, 28451, 28459, 28461, 28469, 28471, 28481, 28491, 28499, 28501, 28509, 28511, 28519, 28521, 28529, 28531, 28539, 28571, 28581, 28591, 28601, 28611, 29159","CHINESE GARDEN MRT STATION, JURONG EAST MRT STATION, LAKESIDE MRT STATION",48.51018380526577
